,DATE,TRADE DETAILS,TRADE DETAILS.18,Team_x,x_receieved,Team_y,y_receieved
36,"Mar. 21, 2022","Pittsburgh Penguins Acquire:Nathan Beaulieu · $1,250,000$1,250,000$1,250,000Sum: $1,250,000$1,250,000$1,250,000Change: +$1,250,000Change: +$1,250,000Change: +$1,250,000","Winnipeg Jets Acquire:2022 7th round pick (PIT - #214 - Liam Arnsby) [Conditional]**Conditions: Winnipeg receives the 2022 7th round pick if the Penguins win 3 playoff series and Beaulieu plays in at least 50% of the games. Result: Condition not met. Pittsburgh retains their 2022 7th round pick.Sum: $0$0$0Change: -$1,250,000Change: -$1,250,000Change: -$1,250,000",Pittsburgh Penguins ,"Nathan Beaulieu · $1,250,000$1,250,000$1,250,000Sum: $1,250,000$1,250,000$1,250,000Change: +$1,250,000Change: +$1,250,000Change: +$1,250,000",Winnipeg Jets ,"2022 7th round pick (PIT - #214 - Liam Arnsby) [Conditional]**Conditions: Winnipeg receives the 2022 7th round pick if the Penguins win 3 playoff series and Beaulieu plays in at least 50% of the games. Result: Condition not met. Pittsburgh retains their 2022 7th round pick.Sum: $0$0$0Change: -$1,250,000Change: -$1,250,000Change: -$1,250,000"
37,"Mar. 20, 2022","Winnipeg Jets Acquire:Mason Appleton · $900,000$900,000$900,000Sum: $900,000$900,000$900,000Change: +$900,000Change: +$900,000Change: +$900,000","Seattle Kraken Acquire:2023 4th round pick (WPG - #114 - Luca Pinelli)Sum: $0$0$0Change: -$900,000Change: -$900,000Change: -$900,000",Winnipeg Jets ,"Mason Appleton · $900,000$900,000$900,000Sum: $900,000$900,000$900,000Change: +$900,000Change: +$900,000Change: +$900,000",Seattle Kraken ,"2023 4th round pick (WPG - #114 - Luca Pinelli)Sum: $0$0$0Change: -$900,000Change: -$900,000Change: -$900,000"
38,"Mar. 20, 2022","Nashville Predators Acquire:Jérémy Lauzon · $850,000$850,000$900,000Sum: $850,000$850,000$900,000Change: +$850,000Change: +$850,000Change: +$900,000","Seattle Kraken Acquire:2022 2nd round pick (NSH - #49 - Jani Nyman)Sum: $0$0$0Change: -$850,000Change: -$850,000Change: -$900,000",Nashville Predators ,"Jérémy Lauzon · $850,000$850,000$900,000Sum: $850,000$850,000$900,000Change: +$850,000Change: +$850,000Change: +$900,000",Seattle Kraken ,"2022 2nd round pick (NSH - #49 - Jani Nyman)Sum: $0$0$0Change: -$850,000Change: -$850,000Change: -$900,000"
39,"Mar. 20, 2022","Arizona Coyotes Acquire:2023 3rd round pick (DAL - #93 - Jiri Felcman) [Conditional]**Conditions: If the Stars qualify for the 2022 Stanley Cup Playoffs, the pick turns into Dallas' 2023 3rd round pick. Result: Stars qualified for the playoffs. The pick upgrades to a 2023 3rd round pick.Sum: $0$0$0Change: -$825,000Change: -$825,000Change: -$825,000","Dallas Stars Acquire:Scott Wedgewood · $825,000$825,000$825,000Sum: $825,000$825,000$825,000Change: +$825,000Change: +$825,000Change: +$825,000",Arizona Coyotes ,"2023 3rd round pick (DAL - #93 - Jiri Felcman) [Conditional]**Conditions: If the Stars qualify for the 2022 Stanley Cup Playoffs, the pick turns into Dallas' 2023 3rd round pick. Result: Stars qualified for the playoffs. The pick upgrades to a 2023 3rd round pick.Sum: $0$0$0Change: -$825,000Change: -$825,000Change: -$825,000",Dallas Stars ,"Scott Wedgewood · $825,000$825,000$825,000Sum: $825,000$825,000$825,000Change: +$825,000Change: +$825,000Change: +$825,000"
40,"Mar. 20, 2022","Ottawa Senators Acquire:Mathieu Joseph · $737,500$737,500$775,0002024 4th round pick (TBL - #117)Sum: $737,500$737,500$775,000Change: -$11,750Change: -$11,750Change: +$66,025,000","Tampa Bay Lightning Acquire:Nicholas Paul ($600,750 retained - 44.5%) · $749,250$749,250$0Sum: $749,250$749,250$0Change: +$11,750Change: +$11,750Change: -$66,025,000",Ottawa Senators ,"Mathieu Joseph · $737,500$737,500$775,0002024 4th round pick (TBL - #117)Sum: $737,500$737,500$775,000Change: -$11,750Change: -$11,750Change: +$66,025,000",Tampa Bay Lightning ,"Nicholas Paul ($600,750 retained - 44.5%) · $749,250$749,250$0Sum: $749,250$749,250$0Change: +$11,750Change: +$11,750Change: -$66,025,000"
41,"Mar. 20, 2022","Toronto Maple Leafs Acquire:Mark Giordano ($3,375,000 retained - 50%) · $3,375,000$3,375,000$0Colin Blackwell · $725,000$725,000$750,000Sum: $4,100,000$4,100,000$0Change: +$4,100,000Change: +$4,100,000Change: -$330,000,000","Seattle Kraken Acquire:2022 2nd round pick (TOR - #58 - Niklas Kokko)2023 2nd round pick (TOR - #57 - Lukas Dragicevic)2024 3rd round pick (TOR - #88)Sum: $0$0$0Change: -$4,100,000Change: -$4,100,000Change: +$330,000,000",Toronto Maple Leafs ,"Mark Giordano ($3,375,000 retained - 50%) · $3,375,000$3,375,000$0Colin Blackwell · $725,000$725,000$750,000Sum: $4,100,000$4,100,000$0Change: +$4,100,000Change: +$4,100,000Change: -$330,000,000",Seattle Kraken ,"2022 2nd round pick (TOR - #58 - Niklas Kokko)2023 2nd round pick (TOR - #57 - Lukas Dragicevic)2024 3rd round pick (TOR - #88)Sum: $0$0$0Change: -$4,100,000Change: -$4,100,000Change: +$330,000,000"
42,"Mar. 20, 2022","Toronto Maple Leafs Acquire:2022 3rd round pick (WPG - #79 - Jordan Gustafson)Sum: $0$0$0Change: -$1,500,000Change: -$1,500,000Change: -$1,250,000","Vancouver Canucks Acquire:Travis Dermott · $1,500,000$1,500,000$1,250,000Sum: $1,500,000$1,500,000$1,250,000Change: +$1,500,000Change: +$1,500,000Change: +$1,250,000",Toronto Maple Leafs ,"2022 3rd round pick (WPG - #79 - Jordan Gustafson)Sum: $0$0$0Change: -$1,500,000Change: -$1,500,000Change: -$1,250,000",Vancouver Canucks ,"Travis Dermott · $1,500,000$1,500,000$1,250,000Sum: $1,500,000$1,500,000$1,250,000Change: +$1,500,000Change: +$1,500,000Change: +$1,250,000"
43,"Mar. 20, 2022","Detroit Red Wings Acquire:2022 7th round pick (LAK - #212 - Brennan Ali)Sum: $0$0$0Change: -$1,700,000Change: -$1,700,000Change: -$2,200,000","Los Angeles Kings Acquire:Troy Stecher · $1,700,000$1,700,000$2,200,000Sum: $1,700,000$1,700,000$2,200,000Change: +$1,700,000Change: +$1,700,000Change: +$2,200,000",Detroit Red Wings ,"2022 7th round pick (LAK - #212 - Brennan Ali)Sum: $0$0$0Change: -$1,700,000Change: -$1,700,000Change: -$2,200,000",Los Angeles Kings ,"Troy Stecher · $1,700,000$1,700,000$2,200,000Sum: $1,700,000$1,700,000$2,200,000Change: +$1,700,000Change: +$1,700,000Change: +$2,200,000"
44,"Mar. 20, 2022","Ottawa Senators Acquire:Travis Hamonic · $3,000,000$3,000,000$2,750,000Sum: $3,000,000$3,000,000$2,750,000Change: +$3,000,000Change: +$3,000,000Change: +$2,750,000","Vancouver Canucks Acquire:2022 3rd round pick (VAN - #80 - Elias Pettersson)Sum: $0$0$0Change: -$3,000,000Change: -$3,000,000Change: -$2,750,000",Ottawa Senators ,"Travis Hamonic · $3,000,000$3,000,000$2,750,000Sum: $3,000,000$3,000,000$2,750,000Change: +$3,000,000Change: +$3,000,000Change: +$2,750,000",Vancouver Canucks ,"2022 3rd round pick (VAN - #80 - Elias Pettersson)Sum: $0$0$0Change: -$3,000,000Change: -$3,000,000Change: -$2,750,000"
45,"Mar. 20, 2022","Buffalo Sabres Acquire:2022 6th round pick (CGY - #187 - Gustav Karlsson)Sum: $0$0$0Change: -$1,600,000Change: -$1,600,000Change: -$1,700,000","Florida Panthers Acquire:Robert Hägg · $1,600,000$1,600,000$1,700,000Sum: $1,600,000$1,600,000$1,700,000Change: +$1,600,000Change: +$1,600,000Change: +$1,700,000",Buffalo Sabres ,"2022 6th round pick (CGY - #187 - Gustav Karlsson)Sum: $0$0$0Change: -$1,600,000Change: -$1,600,000Change: -$1,700,000",Florida Panthers ,"Robert Hägg · $1,600,000$1,600,000$1,700,000Sum: $1,600,000$1,600,000$1,700,000Change: +$1,600,000Change: +$1,600,000Change: +$1,700,000"
46,"Mar. 19, 2022","Florida Panthers Acquire:Claude Giroux ($4,137,500 retained - 50%) · $4,137,500$4,137,500$0German Rubtsov · $0$750,000$125,000 (AHL/JR)Connor Bunnaman · $0$750,000$125,000 (AHL/JR)2024 5th round pick (PHI - #141)Sum: $4,137,500$5,637,500$0Change: +$4,137,500Change: +$4,774,167Change: -$244,820,000","Philadelphia Flyers Acquire:Owen Tippett · $0$863,333$70,000 (AHL/JR)2023 3rd round pick (FLA - #95 - Denver Barkey)2024 1st round pick (FLA - #32) [Conditional]**Conditions: If the pick is a top 10 selection, Philadelphia will instead receive Florida's 2025 1st round pick. Result: Philadelphia will receive the 2024 1st round pick.Sum: $0$863,333$70,000Change: -$4,137,500Change: -$4,774,167Change: +$244,820,000",Florida Panthers ,"Claude Giroux ($4,137,500 retained - 50%) · $4,137,500$4,137,500$0German Rubtsov · $0$750,000$125,000 (AHL/JR)Connor Bunnaman · $0$750,000$125,000 (AHL/JR)2024 5th round pick (PHI - #141)Sum: $4,137,500$5,637,500$0Change: +$4,137,500Change: +$4,774,167Change: -$244,820,000",Philadelphia Flyers ,"Owen Tippett · $0$863,333$70,000 (AHL/JR)2023 3rd round pick (FLA - #95 - Denver Barkey)2024 1st round pick (FLA - #32) [Conditional]**Conditions: If the pick is a top 10 selection, Philadelphia will instead receive Florida's 2025 1st round pick. Result: Philadelphia will receive the 2024 1st round pick.Sum: $0$863,333$70,000Change: -$4,137,500Change: -$4,774,167Change: +$244,820,000"
47,"Mar. 19, 2022","Anaheim Ducks Acquire:John Moore · $1,625,000$2,750,000$2,750,000 (AHL/JR)Urho Vaakanainen · $894,167$894,167$832,5002022 1st round pick (BOS - #22 - Nathan Gaucher)2023 2nd round pick (BOS - #60 - Damian Clara)2024 2nd round pick (BOS - #58)Sum: $2,519,167$3,644,167$3,582,500Change: -$83,611Change: +$41,389Change: +$333,332,500","Boston Bruins Acquire:Hampus Lindholm ($2,602,778 retained - 50%) · $2,602,778$2,602,778$0Kodie Curran · $0$1,000,000$1,000,000 (AHL/JR)Sum: $2,602,778$3,602,778$0Change: +$83,611Change: -$41,389Change: -$333,332,500",Anaheim Ducks ,"John Moore · $1,625,000$2,750,000$2,750,000 (AHL/JR)Urho Vaakanainen · $894,167$894,167$832,5002022 1st round pick (BOS - #22 - Nathan Gaucher)2023 2nd round pick (BOS - #60 - Damian Clara)2024 2nd round pick (BOS - #58)Sum: $2,519,167$3,644,167$3,582,500Change: -$83,611Change: +$41,389Change: +$333,332,500",Boston Bruins ,"Hampus Lindholm ($2,602,778 retained - 50%) · $2,602,778$2,602,778$0Kodie Curran · $0$1,000,000$1,000,000 (AHL/JR)Sum: $2,602,778$3,602,778$0Change: +$83,611Change: -$41,389Change: -$333,332,500"
48,"Mar. 19, 2022","Anaheim Ducks Acquire:2023 3rd round pick (MIN - #85 - Yegor Sidorov)Sum: $0$0$0Change: -$1,000,000Change: -$1,000,000Change: -$1,000,000","Minnesota Wild Acquire:Nicolas Deslauriers · $1,000,000$1,000,000$1,000,000Sum: $1,000,000$1,000,000$1,000,000Change: +$1,000,000Change: +$1,000,000Change: +$1,000,000",Anaheim Ducks ,"2023 3rd round pick (MIN - #85 - Yegor Sidorov)Sum: $0$0$0Change: -$1,000,000Change: -$1,000,000Change: -$1,000,000",Minnesota Wild ,"Nicolas Deslauriers · $1,000,000$1,000,000$1,000,000Sum: $1,000,000$1,000,000$1,000,000Change: +$1,000,000Change: +$1,000,000Change: +$1,000,000"
49,"Mar. 18, 2022","Chicago Blackhawks Acquire:Taylor Raddysh · $758,333$758,333$750,000Boris Katchouk · $758,333$758,333$750,0002023 1st round pick (TBL - #19 - Oliver Moore) [Conditional]*2024 1st round pick (TBL - #20) [Conditional]***Conditions: Top 10 protected Result: Chicago will receive the 2023 1st round pick.**Conditions: Top 10 protected Result: Chicago will receive the 2024 1st round pick.Sum: $1,516,666$1,516,666$1,500,000Change: +$16,666Change: +$16,666Change: +$500,000","Tampa Bay Lightning Acquire:Brandon Hagel · $1,500,000$1,500,000$1,000,0002022 4th round pick (CHI - #103 - Kenny Connors)2024 4th round pick (CHI - #99)Sum: $1,500,000$1,500,000$1,000,000Change: -$16,666Change: -$16,666Change: -$500,000",Chicago Blackhawks ,"Taylor Raddysh · $758,333$758,333$750,000Boris Katchouk · $758,333$758,333$750,0002023 1st round pick (TBL - #19 - Oliver Moore) [Conditional]*2024 1st round pick (TBL - #20) [Conditional]***Conditions: Top 10 protected Result: Chicago will receive the 2023 1st round pick.**Conditions: Top 10 protected Result: Chicago will receive the 2024 1st round pick.Sum: $1,516,666$1,516,666$1,500,000Change: +$16,666Change: +$16,666Change: +$500,000",Tampa Bay Lightning ,"Brandon Hagel · $1,500,000$1,500,000$1,000,0002022 4th round pick (CHI - #103 - Kenny Connors)2024 4th round pick (CHI - #99)Sum: $1,500,000$1,500,000$1,000,000Change: -$16,666Change: -$16,666Change: -$500,000"
50,"Mar. 16, 2022","Calgary Flames Acquire:Calle Järnkrok ($1,000,000 retained - 50%) · $1,000,000$1,000,000$0Sum: $1,000,000$1,000,000$0Change: +$1,000,000Change: +$1,000,000Change: -$98,000,000","Seattle Kraken Acquire:2022 2nd round pick (FLA - #61 - David Goyette)2023 3rd round pick (CGY - #80 - Aydar Suniev)2024 7th round pick (CGY - #202)Sum: $0$0$0Change: -$1,000,000Change: -$1,000,000Change: +$98,000,000",Calgary Flames ,"Calle Järnkrok ($1,000,000 retained - 50%) · $1,000,000$1,000,000$0Sum: $1,000,000$1,000,000$0Change: +$1,000,000Change: +$1,000,000Change: -$98,000,000",Seattle Kraken ,"2022 2nd round pick (FLA - #61 - David Goyette)2023 3rd round pick (CGY - #80 - Aydar Suniev)2024 7th round pick (CGY - #202)Sum: $0$0$0Change: -$1,000,000Change: -$1,000,000Change: +$98,000,000"
51,"Mar. 16, 2022","Florida Panthers Acquire:Ben Chiarot ($1,750,000 retained - 50%) · $1,750,000$1,750,000$0Sum: $1,750,000$1,750,000$0Change: +$1,750,000Change: +$1,750,000Change: -$171,500,000","Montreal Canadiens Acquire:Ty Smilanic · $0$0$0 (AHL/JR) (Signing Rights)2022 4th round pick (NYR - #127 - Cedrick Guindon) [Conditional]*2023 1st round pick (FLA - #31 - Mikhail Gulyayev) [Conditional]***Conditions: The 4th round pick is conditional in a previous trade with the Rangers. At the time of the previous trade, the Rangers owned their own 4th, and Winnipeg's 4th. Florida will receive the lower of the two. In the event that Florida receives the Winnipeg 4th, Montreal will instead receive Winnipeg's 4th. Result: Montreal will receive Rangers 2022 4th round pick.**Conditions: The Panthers 1st round pick in 2022 is top 10 protected. In the event that the Panthers retain their 2022 1st round pick, they will no longer own their 2023 1st round pick, and Montreal would instead get their 2024 1st round pick. Result: Montreal receives Florida's 2023 1st round pick.Sum: $0$0$0Change: -$1,750,000Change: -$1,750,000Change: +$171,500,000",Florida Panthers ,"Ben Chiarot ($1,750,000 retained - 50%) · $1,750,000$1,750,000$0Sum: $1,750,000$1,750,000$0Change: +$1,750,000Change: +$1,750,000Change: -$171,500,000",Montreal Canadiens ,"Ty Smilanic · $0$0$0 (AHL/JR) (Signing Rights)2022 4th round pick (NYR - #127 - Cedrick Guindon) [Conditional]*2023 1st round pick (FLA - #31 - Mikhail Gulyayev) [Conditional]***Conditions: The 4th round pick is conditional in a previous trade with the Rangers. At the time of the previous trade, the Rangers owned their own 4th, and Winnipeg's 4th. Florida will receive the lower of the two. In the event that Florida receives the Winnipeg 4th, Montreal will instead receive Winnipeg's 4th. Result: Montreal will receive Rangers 2022 4th round pick.**Conditions: The Panthers 1st round pick in 2022 is top 10 protected. In the event that the Panthers retain their 2022 1st round pick, they will no longer own their 2023 1st round pick, and Montreal would instead get their 2024 1st round pick. Result: Montreal receives Florida's 2023 1st round pick.Sum: $0$0$0Change: -$1,750,000Change: -$1,750,000Change: +$171,500,000"
52,"Mar. 16, 2022","Florida Panthers Acquire:2022 4th round pick (NYR - #127 - Cedrick Guindon) [Conditional]**Conditions: At the time of the trade the Rangers own their own 4th round pick, and Winnipeg's 4th round pick. The pick transferred will be the lower of the two. Result: Rangers 2022 4th round pick will be transferred.Sum: $0$0$0Change: -$2,533,333Change: -$2,533,333Change: -$2,600,000","New York Rangers Acquire:Frank Vatrano · $2,533,333$2,533,333$2,600,000Sum: $2,533,333$2,533,333$2,600,000Change: +$2,533,333Change: +$2,533,333Change: +$2,600,000",Florida Panthers ,"2022 4th round pick (NYR - #127 - Cedrick Guindon) [Conditional]**Conditions: At the time of the trade the Rangers own their own 4th round pick, and Winnipeg's 4th round pick. The pick transferred will be the lower of the two. Result: Rangers 2022 4th round pick will be transferred.Sum: $0$0$0Change: -$2,533,333Change: -$2,533,333Change: -$2,600,000",New York Rangers ,"Frank Vatrano · $2,533,333$2,533,333$2,600,000Sum: $2,533,333$2,533,333$2,600,000Change: +$2,533,333Change: +$2,533,333Change: +$2,600,000"
53,"Mar. 15, 2022","Colorado Avalanche Acquire:Nico Sturm · $725,000$725,000$750,000Sum: $725,000$725,000$750,000Change: -$1,275,000Change: -$1,275,000Change: -$1,000,000","Minnesota Wild Acquire:Tyson Jost · $2,000,000$2,000,000$1,750,000Sum: $2,000,000$2,000,000$1,750,000Change: +$1,275,000Change: +$1,275,000Change: +$1,000,000",Colorado Avalanche ,"Nico Sturm · $725,000$725,000$750,000Sum: $725,000$725,000$750,000Change: -$1,275,000Change: -$1,275,000Change: -$1,000,000",Minnesota Wild ,"Tyson Jost · $2,000,000$2,000,000$1,750,000Sum: $2,000,000$2,000,000$1,750,000Change: +$1,275,000Change: +$1,275,000Change: +$1,000,000"
54,"Mar. 14, 2022","Anaheim Ducks Acquire:Drew Helleson · $0$0$0 (AHL/JR) (Signing Rights)2023 2nd round pick (COL - #59 - Carey Terrance)Sum: $0$0$0Change: -$2,050,000Change: -$2,050,000Change: +$218,050,000","Colorado Avalanche Acquire:Josh Manson ($2,050,000 retained - 50%) · $2,050,000$2,050,000$0Sum: $2,050,000$2,050,000$0Change: +$2,050,000Change: +$2,050,000Change: -$218,050,000",Anaheim Ducks ,"Drew Helleson · $0$0$0 (AHL/JR) (Signing Rights)2023 2nd round pick (COL - #59 - Carey Terrance)Sum: $0$0$0Change: -$2,050,000Change: -$2,050,000Change: +$218,050,000",Colorado Avalanche ,"Josh Manson ($2,050,000 retained - 50%) · $2,050,000$2,050,000$0Sum: $2,050,000$2,050,000$0Change: +$2,050,000Change: +$2,050,000Change: -$218,050,000"
55,"Mar. 2, 2022","Edmonton Oilers Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$785,000Change: -$750,000","San Jose Sharks Acquire:Alex Stalock · $0$785,000$750,000 (AHL/JR)Sum: $0$785,000$750,000Change: $0Change: +$785,000Change: +$750,000",Edmonton Oilers ,"Future ConsiderationsSum: $0$0$0Change: $0Change: -$785,000Change: -$750,000",San Jose Sharks ,"Alex Stalock · $0$785,000$750,000 (AHL/JR)Sum: $0$785,000$750,000Change: $0Change: +$785,000Change: +$750,000"
56,"Mar. 2, 2022","Calgary Flames Acquire:Michael McNiven · $0$750,000$100,000 (AHL/JR)Sum: $0$750,000$100,000Change: $0Change: +$750,000Change: +$100,000","Montreal Canadiens Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$750,000Change: -$100,000",Calgary Flames ,"Michael McNiven · $0$750,000$100,000 (AHL/JR)Sum: $0$750,000$100,000Change: $0Change: +$750,000Change: +$100,000",Montreal Canadiens ,"Future ConsiderationsSum: $0$0$0Change: $0Change: -$750,000Change: -$100,000"
57,"Feb. 22, 2022",Arizona Coyotes Acquire:2024 7th round pick (BOS - #218)Sum: $0$0$0Change: $0Change: $0Change: $0,Boston Bruins Acquire:Michael Callahan · $0$0$0 (AHL/JR) (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Arizona Coyotes ,2024 7th round pick (BOS - #218)Sum: $0$0$0Change: $0Change: $0Change: $0,Boston Bruins ,Michael Callahan · $0$0$0 (AHL/JR) (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0
58,"Feb. 21, 2022","Arizona Coyotes Acquire:Future ConsiderationsSum: $0$0$0Change: -$750,000Change: -$750,000Change: -$750,000","Toronto Maple Leafs Acquire:Carter Hutton · $750,000$750,000$750,000Sum: $750,000$750,000$750,000Change: +$750,000Change: +$750,000Change: +$750,000",Arizona Coyotes ,"Future ConsiderationsSum: $0$0$0Change: -$750,000Change: -$750,000Change: -$750,000",Toronto Maple Leafs ,"Carter Hutton · $750,000$750,000$750,000Sum: $750,000$750,000$750,000Change: +$750,000Change: +$750,000Change: +$750,000"
59,"Feb. 19, 2022","Arizona Coyotes Acquire:Nick Ritchie · $1,375,000$2,500,000$1,700,000 (AHL/JR)2025 2nd round pick (TOR) [Conditional]**Conditions: Arizona has the option to exchange the pick for Toronto's 2023 3rd round pick. Result: Arizona selected the 2025 2nd round pick.Sum: $1,375,000$2,500,000$1,700,000Change: -$1,075,000Change: +$50,000Change: -$750,000","Toronto Maple Leafs Acquire:Ryan Dzingel · $1,100,000$1,100,000$1,100,000Ilya Lyubushkin · $1,350,000$1,350,000$1,350,000Sum: $2,450,000$2,450,000$2,450,000Change: +$1,075,000Change: -$50,000Change: +$750,000",Arizona Coyotes ,"Nick Ritchie · $1,375,000$2,500,000$1,700,000 (AHL/JR)2025 2nd round pick (TOR) [Conditional]**Conditions: Arizona has the option to exchange the pick for Toronto's 2023 3rd round pick. Result: Arizona selected the 2025 2nd round pick.Sum: $1,375,000$2,500,000$1,700,000Change: -$1,075,000Change: +$50,000Change: -$750,000",Toronto Maple Leafs ,"Ryan Dzingel · $1,100,000$1,100,000$1,100,000Ilya Lyubushkin · $1,350,000$1,350,000$1,350,000Sum: $2,450,000$2,450,000$2,450,000Change: +$1,075,000Change: -$50,000Change: +$750,000"
60,"Feb. 14, 2022","Calgary Flames Acquire:Tyler Toffoli · $4,250,000$4,250,000$5,125,000Sum: $4,250,000$4,250,000$5,125,000Change: +$2,500,000Change: +$2,500,000Change: +$2,925,000","Montreal Canadiens Acquire:Tyler Pitlick · $1,750,000$1,750,000$2,200,000Emil Heineman · $0$0$0 (AHL/JR) (Signing Rights)2022 1st round pick (CGY - #26 - Filip Mesar) [Conditional]*2023 5th round pick (CGY - #144 - Yevgeni Volokhin)2024 4th round pick (CGY - #106) [Conditional]***Conditions: If the pick is in the top 10, Calgary has the option to instead transfer their 2023 1st round pick. If they elect to transfer the 2023 1st round pick instead of the 2022 1st round pick, Montreal will then also receive Calgary's 2024 4th round pick. Result: Montreal will receive Calgary's 2022 1st round pick**Conditions: If Calgary's 2022 1st round pick is in the top 10, Calgary has the option to instead transfer their 2023 1st round pick. If they elect to transfer the 2023 1st round pick instead of the 2022 1st round pick, Montreal will then also receive Calgary's 2024 4th round pick. Result: Montreal will not receive the 2024 4th round pick.Sum: $1,750,000$1,750,000$2,200,000Change: -$2,500,000Change: -$2,500,000Change: -$2,925,000",Calgary Flames ,"Tyler Toffoli · $4,250,000$4,250,000$5,125,000Sum: $4,250,000$4,250,000$5,125,000Change: +$2,500,000Change: +$2,500,000Change: +$2,925,000",Montreal Canadiens ,"Tyler Pitlick · $1,750,000$1,750,000$2,200,000Emil Heineman · $0$0$0 (AHL/JR) (Signing Rights)2022 1st round pick (CGY - #26 - Filip Mesar) [Conditional]*2023 5th round pick (CGY - #144 - Yevgeni Volokhin)2024 4th round pick (CGY - #106) [Conditional]***Conditions: If the pick is in the top 10, Calgary has the option to instead transfer their 2023 1st round pick. If they elect to transfer the 2023 1st round pick instead of the 2022 1st round pick, Montreal will then also receive Calgary's 2024 4th round pick. Result: Montreal will receive Calgary's 2022 1st round pick**Conditions: If Calgary's 2022 1st round pick is in the top 10, Calgary has the option to instead transfer their 2023 1st round pick. If they elect to transfer the 2023 1st round pick instead of the 2022 1st round pick, Montreal will then also receive Calgary's 2024 4th round pick. Result: Montreal will not receive the 2024 4th round pick.Sum: $1,750,000$1,750,000$2,200,000Change: -$2,500,000Change: -$2,500,000Change: -$2,925,000"
61,"Feb. 12, 2022","Minnesota Wild Acquire:Brandon Baddock · $0$750,000$150,000 (AHL/JR)Sum: $0$750,000$150,000Change: $0Change: $0Change: -$50,000","Montreal Canadiens Acquire:Andrew Hammond · $0$750,000$200,000 (AHL/JR)Sum: $0$750,000$200,000Change: $0Change: $0Change: +$50,000",Minnesota Wild ,"Brandon Baddock · $0$750,000$150,000 (AHL/JR)Sum: $0$750,000$150,000Change: $0Change: $0Change: -$50,000",Montreal Canadiens ,"Andrew Hammond · $0$750,000$200,000 (AHL/JR)Sum: $0$750,000$200,000Change: $0Change: $0Change: +$50,000"
62,"Feb. 1, 2022","Nashville Predators Acquire:Jimmy Huntington · $0$809,166$70,000 (AHL/JR)Sum: $0$809,166$70,000Change: $0Change: +$59,166Change: -$30,000","Tampa Bay Lightning Acquire:Anthony Richard · $0$750,000$100,000 (AHL/JR)Sum: $0$750,000$100,000Change: $0Change: -$59,166Change: +$30,000",Nashville Predators ,"Jimmy Huntington · $0$809,166$70,000 (AHL/JR)Sum: $0$809,166$70,000Change: $0Change: +$59,166Change: -$30,000",Tampa Bay Lightning ,"Anthony Richard · $0$750,000$100,000 (AHL/JR)Sum: $0$750,000$100,000Change: $0Change: -$59,166Change: +$30,000"
63,"Feb. 1, 2022","Dallas Stars Acquire:Alexey Lipanov · $0$747,500$70,000 (AHL/JR)Sum: $0$747,500$70,000Change: $0Change: -$177,500Change: $0","Tampa Bay Lightning Acquire:Tye Felhaber · $0$925,000$70,000 (AHL/JR)Sum: $0$925,000$70,000Change: $0Change: +$177,500Change: $0",Dallas Stars ,"Alexey Lipanov · $0$747,500$70,000 (AHL/JR)Sum: $0$747,500$70,000Change: $0Change: -$177,500Change: $0",Tampa Bay Lightning ,"Tye Felhaber · $0$925,000$70,000 (AHL/JR)Sum: $0$925,000$70,000Change: $0Change: +$177,500Change: $0"
64,"Jan. 5, 2022","Chicago Blackhawks Acquire:Sam Lafferty · $750,000$750,000$800,000Sum: $750,000$750,000$800,000Change: +$750,000Change: -$124,125Change: -$74,125","Pittsburgh Penguins Acquire:Alexander Nylander · $0$874,125$874,125 (AHL/JR)Sum: $0$874,125$874,125Change: -$750,000Change: +$124,125Change: +$74,125",Chicago Blackhawks ,"Sam Lafferty · $750,000$750,000$800,000Sum: $750,000$750,000$800,000Change: +$750,000Change: -$124,125Change: -$74,125",Pittsburgh Penguins ,"Alexander Nylander · $0$874,125$874,125 (AHL/JR)Sum: $0$874,125$874,125Change: -$750,000Change: +$124,125Change: +$74,125"
