,DATE,TRADE DETAILS,TRADE DETAILS.18,Team_x,x_receieved,Team_y,y_receieved
38,"Apr. 3, 2013","Buffalo Sabres Acquire:Matt Hackett · $0$706,667$740,000 (AHL/JR)Johan Larsson · $763,333$763,333$690,0002014 2nd round pick (MIN - #49 - Vaclav Karabacek)2013 1st round pick (MIN - #16 - Nikita Zadorov)Sum: $763,333$1,470,000$1,430,000Change: -$3,741,667Change: -$3,035,000Change: -$3,245,000","Minnesota Wild Acquire:Jason Pominville ($795,000 retained - 15%) · $4,505,000$4,505,000$4,675,0002014 4th round pick (BUF - #91 - William Lagesson)Sum: $4,505,000$4,505,000$4,675,000Change: +$3,741,667Change: +$3,035,000Change: +$3,245,000",Buffalo Sabres ,"Matt Hackett · $0$706,667$740,000 (AHL/JR)Johan Larsson · $763,333$763,333$690,0002014 2nd round pick (MIN - #49 - Vaclav Karabacek)2013 1st round pick (MIN - #16 - Nikita Zadorov)Sum: $763,333$1,470,000$1,430,000Change: -$3,741,667Change: -$3,035,000Change: -$3,245,000",Minnesota Wild ,"Jason Pominville ($795,000 retained - 15%) · $4,505,000$4,505,000$4,675,0002014 4th round pick (BUF - #91 - William Lagesson)Sum: $4,505,000$4,505,000$4,675,000Change: +$3,741,667Change: +$3,035,000Change: +$3,245,000"
39,"Apr. 3, 2013","Columbus Blue Jackets Acquire:Michael Leighton · $0$900,000$900,000 (AHL/JR)2015 3rd round pick (PHI - #68 - Martins Dzierkals)Sum: $0$900,000$900,000Change: -$2,900,000Change: -$2,000,000Change: +$900,000","Philadelphia Flyers Acquire:Steve Mason · $2,900,000$2,900,000$3,200,000Sum: $2,900,000$2,900,000$3,200,000Change: +$2,900,000Change: +$2,000,000Change: +$3,200,000",Columbus Blue Jackets ,"Michael Leighton · $0$900,000$900,000 (AHL/JR)2015 3rd round pick (PHI - #68 - Martins Dzierkals)Sum: $0$900,000$900,000Change: -$2,900,000Change: -$2,000,000Change: +$900,000",Philadelphia Flyers ,"Steve Mason · $2,900,000$2,900,000$3,200,000Sum: $2,900,000$2,900,000$3,200,000Change: +$2,900,000Change: +$2,000,000Change: +$3,200,000"
40,"Apr. 2, 2013","Arizona Coyotes Acquire:Matt Clackson · $0$0$0 (AHL/JR)Sum: $0$0$0Change: $0Change: -$550,000Change: -$550,000","Washington Capitals Acquire:Joel Rechlicz · $0$550,000$550,000 (AHL/JR)Sum: $0$550,000$550,000Change: $0Change: +$550,000Change: +$550,000",Arizona Coyotes ,"Matt Clackson · $0$0$0 (AHL/JR)Sum: $0$0$0Change: $0Change: -$550,000Change: -$550,000",Washington Capitals ,"Joel Rechlicz · $0$550,000$550,000 (AHL/JR)Sum: $0$550,000$550,000Change: $0Change: +$550,000Change: +$550,000"
41,"Apr. 2, 2013","Edmonton Oilers Acquire:Garrett Stafford · $0$0$0Sum: $0$0$0Change: $0Change: -$560,000Change: -$560,000","Washington Capitals Acquire:Dane Byers · $0$560,000$560,000 (AHL/JR)Sum: $0$560,000$560,000Change: $0Change: +$560,000Change: +$560,000",Edmonton Oilers ,"Garrett Stafford · $0$0$0Sum: $0$0$0Change: $0Change: -$560,000Change: -$560,000",Washington Capitals ,"Dane Byers · $0$560,000$560,000 (AHL/JR)Sum: $0$560,000$560,000Change: $0Change: +$560,000Change: +$560,000"
42,"Apr. 2, 2013","Chicago Blackhawks Acquire:Kirill Gotovets · $0$0$0Sum: $0$0$0Change: $0Change: -$870,000Change: -$900,000","Tampa Bay Lightning Acquire:Philippe Paradis · $0$870,000$900,000 (AHL/JR)Sum: $0$870,000$900,000Change: $0Change: +$870,000Change: +$900,000",Chicago Blackhawks ,"Kirill Gotovets · $0$0$0Sum: $0$0$0Change: $0Change: -$870,000Change: -$900,000",Tampa Bay Lightning ,"Philippe Paradis · $0$870,000$900,000 (AHL/JR)Sum: $0$870,000$900,000Change: $0Change: +$870,000Change: +$900,000"
43,"Apr. 2, 2013","Colorado Avalanche Acquire:Tomas Vincour · $0$621,667$655,000 (AHL/JR)Sum: $0$621,667$655,000Change: $0Change: -$65,833Change: +$655,000","Dallas Stars Acquire:Cameron Gaunce · $0$687,500$787,500 (AHL/JR)Sum: $0$687,500$787,500Change: $0Change: +$65,833Change: +$787,500",Colorado Avalanche ,"Tomas Vincour · $0$621,667$655,000 (AHL/JR)Sum: $0$621,667$655,000Change: $0Change: -$65,833Change: +$655,000",Dallas Stars ,"Cameron Gaunce · $0$687,500$787,500 (AHL/JR)Sum: $0$687,500$787,500Change: $0Change: +$65,833Change: +$787,500"
44,"Apr. 2, 2013","Carolina Hurricanes Acquire:Marc-Andre Bergeron · $100,000$1,000,000$1,000,000 (AHL/JR)Sum: $100,000$1,000,000$1,000,000Change: -$550,000Change: +$350,000Change: +$1,000,000","Tampa Bay Lightning Acquire:Adam Hall · $650,000$650,000$650,0002013 7th round pick (CAR - #186 - Joel Vermin)Sum: $650,000$650,000$650,000Change: +$550,000Change: -$350,000Change: +$650,000",Carolina Hurricanes ,"Marc-Andre Bergeron · $100,000$1,000,000$1,000,000 (AHL/JR)Sum: $100,000$1,000,000$1,000,000Change: -$550,000Change: +$350,000Change: +$1,000,000",Tampa Bay Lightning ,"Adam Hall · $650,000$650,000$650,0002013 7th round pick (CAR - #186 - Joel Vermin)Sum: $650,000$650,000$650,000Change: +$550,000Change: -$350,000Change: +$650,000"
45,"Apr. 2, 2013","Los Angeles Kings Acquire:2013 5th round pick (MTL - #146 - Patrik Bartosak)Sum: $0$0$0Change: $0Change: -$616,667Change: $0","Montreal Canadiens Acquire:Davis Drewiske · $0$616,667$650,000 (AHL/JR)Sum: $0$616,667$650,000Change: $0Change: +$616,667Change: +$650,000",Los Angeles Kings ,"2013 5th round pick (MTL - #146 - Patrik Bartosak)Sum: $0$0$0Change: $0Change: -$616,667Change: $0",Montreal Canadiens ,"Davis Drewiske · $0$616,667$650,000 (AHL/JR)Sum: $0$616,667$650,000Change: $0Change: +$616,667Change: +$650,000"
46,"Apr. 2, 2013","Dallas Stars Acquire:Kevin Connauton · $681,667$681,667$715,0002013 2nd round pick (VAN - #54 - Philippe Desrosiers)Sum: $681,667$681,667$715,000Change: -$2,418,333Change: -$3,318,333Change: +$715,000","Vancouver Canucks Acquire:Derek Roy · $3,100,000$4,000,000$5,500,000 (AHL/JR)Sum: $3,100,000$4,000,000$5,500,000Change: +$2,418,333Change: +$3,318,333Change: +$5,500,000",Dallas Stars ,"Kevin Connauton · $681,667$681,667$715,0002013 2nd round pick (VAN - #54 - Philippe Desrosiers)Sum: $681,667$681,667$715,000Change: -$2,418,333Change: -$3,318,333Change: +$715,000",Vancouver Canucks ,"Derek Roy · $3,100,000$4,000,000$5,500,000 (AHL/JR)Sum: $3,100,000$4,000,000$5,500,000Change: +$2,418,333Change: +$3,318,333Change: +$5,500,000"
47,"Apr. 2, 2013","Boston Bruins Acquire:Jaromír Jágr · $4,500,000$4,500,000$4,500,000Sum: $4,500,000$4,500,000$4,500,000Change: +$3,900,000Change: +$3,900,000Change: +$4,500,000","Dallas Stars Acquire:Lane MacDermid · $600,000$600,000$600,000Cody Payne · $0$0$0 (Signing Rights)2013 1st round pick (BOS - #29 - Jason Dickinson)Sum: $600,000$600,000$600,000Change: -$3,900,000Change: -$3,900,000Change: +$600,000",Boston Bruins ,"Jaromír Jágr · $4,500,000$4,500,000$4,500,000Sum: $4,500,000$4,500,000$4,500,000Change: +$3,900,000Change: +$3,900,000Change: +$4,500,000",Dallas Stars ,"Lane MacDermid · $600,000$600,000$600,000Cody Payne · $0$0$0 (Signing Rights)2013 1st round pick (BOS - #29 - Jason Dickinson)Sum: $600,000$600,000$600,000Change: -$3,900,000Change: -$3,900,000Change: +$600,000"
48,"Apr. 2, 2013","New York Rangers Acquire:Ryane Clowe · $3,625,000$3,625,000$4,000,000Sum: $3,625,000$3,625,000$4,000,000Change: +$3,625,000Change: +$3,625,000Change: +$4,000,000","San Jose Sharks Acquire:2014 5th round pick (NYR - #149 - Rourke Chartier)2013 2nd round pick (NYR - #49 - Gabryel Paquin-Boudreau)2013 3rd round pick (FLA - #62 - Yan-Pavel Laplante)Sum: $0$0$0Change: -$3,625,000Change: -$3,625,000Change: $0",New York Rangers ,"Ryane Clowe · $3,625,000$3,625,000$4,000,000Sum: $3,625,000$3,625,000$4,000,000Change: +$3,625,000Change: +$3,625,000Change: +$4,000,000",San Jose Sharks ,"2014 5th round pick (NYR - #149 - Rourke Chartier)2013 2nd round pick (NYR - #49 - Gabryel Paquin-Boudreau)2013 3rd round pick (FLA - #62 - Yan-Pavel Laplante)Sum: $0$0$0Change: -$3,625,000Change: -$3,625,000Change: $0"
49,"Apr. 1, 2013","Anaheim Ducks Acquire:Harry Zolnierczyk · $0$600,000$600,000 (AHL/JR)Sum: $0$600,000$600,000Change: $0Change: +$50,000Change: +$600,000","Philadelphia Flyers Acquire:Jay Rosehill · $0$550,000$550,000 (AHL/JR)Sum: $0$550,000$550,000Change: $0Change: -$50,000Change: +$550,000",Anaheim Ducks ,"Harry Zolnierczyk · $0$600,000$600,000 (AHL/JR)Sum: $0$600,000$600,000Change: $0Change: +$50,000Change: +$600,000",Philadelphia Flyers ,"Jay Rosehill · $0$550,000$550,000 (AHL/JR)Sum: $0$550,000$550,000Change: $0Change: -$50,000Change: +$550,000"
50,"Apr. 1, 2013","Chicago Blackhawks Acquire:Michal Handzus · $2,500,000$2,500,000$2,500,000Sum: $2,500,000$2,500,000$2,500,000Change: +$2,500,000Change: +$2,500,000Change: +$2,500,000","San Jose Sharks Acquire:2013 4th round pick (SJS - #111 - Robin Norell)Sum: $0$0$0Change: -$2,500,000Change: -$2,500,000Change: $0",Chicago Blackhawks ,"Michal Handzus · $2,500,000$2,500,000$2,500,000Sum: $2,500,000$2,500,000$2,500,000Change: +$2,500,000Change: +$2,500,000Change: +$2,500,000",San Jose Sharks ,"2013 4th round pick (SJS - #111 - Robin Norell)Sum: $0$0$0Change: -$2,500,000Change: -$2,500,000Change: $0"
51,"Apr. 1, 2013","Calgary Flames Acquire:Mark Cundari · $0$541,667$550,000 (AHL/JR)Reto Berra · $0$0$0 (Signing Rights)2013 1st round pick (STL - #22 - Emile Poirier)Sum: $0$541,667$550,000Change: -$6,680,000Change: -$6,138,333Change: +$550,000","St. Louis Blues Acquire:Jay Bouwmeester · $6,680,000$6,680,000$6,600,000Sum: $6,680,000$6,680,000$6,600,000Change: +$6,680,000Change: +$6,138,333Change: +$6,600,000",Calgary Flames ,"Mark Cundari · $0$541,667$550,000 (AHL/JR)Reto Berra · $0$0$0 (Signing Rights)2013 1st round pick (STL - #22 - Emile Poirier)Sum: $0$541,667$550,000Change: -$6,680,000Change: -$6,138,333Change: +$550,000",St. Louis Blues ,"Jay Bouwmeester · $6,680,000$6,680,000$6,600,000Sum: $6,680,000$6,680,000$6,600,000Change: +$6,680,000Change: +$6,138,333Change: +$6,600,000"
52,"Apr. 1, 2013","Buffalo Sabres Acquire:2015 2nd round pick (LAK - #43 - Erik Cernak)2014 2nd round pick (LAK - #60 - Alex Lintuniemi)Sum: $0$0$0Change: -$4,020,000Change: -$4,020,000Change: $0","Los Angeles Kings Acquire:Robyn Regehr · $4,020,000$4,020,000$4,000,000Sum: $4,020,000$4,020,000$4,000,000Change: +$4,020,000Change: +$4,020,000Change: +$4,000,000",Buffalo Sabres ,"2015 2nd round pick (LAK - #43 - Erik Cernak)2014 2nd round pick (LAK - #60 - Alex Lintuniemi)Sum: $0$0$0Change: -$4,020,000Change: -$4,020,000Change: $0",Los Angeles Kings ,"Robyn Regehr · $4,020,000$4,020,000$4,000,000Sum: $4,020,000$4,020,000$4,000,000Change: +$4,020,000Change: +$4,020,000Change: +$4,000,000"
53,"Mar. 30, 2013","Detroit Red Wings Acquire:2014 7th round pick (PHI - #198 - Jesper Pettersson) [Conditional]**Conditions: Details unknown Result: Details not metSum: $0$0$0Change: -$750,000Change: -$750,000Change: $0","Philadelphia Flyers Acquire:Kent Huskins · $750,000$750,000$750,000Sum: $750,000$750,000$750,000Change: +$750,000Change: +$750,000Change: +$750,000",Detroit Red Wings ,"2014 7th round pick (PHI - #198 - Jesper Pettersson) [Conditional]**Conditions: Details unknown Result: Details not metSum: $0$0$0Change: -$750,000Change: -$750,000Change: $0",Philadelphia Flyers ,"Kent Huskins · $750,000$750,000$750,000Sum: $750,000$750,000$750,000Change: +$750,000Change: +$750,000Change: +$750,000"
54,"Mar. 30, 2013","Buffalo Sabres Acquire:2013 2nd round pick (STL - #52 - Justin Bailey)2013 5th round pick (STL - #143 - Anthony Florentino)Sum: $0$0$0Change: -$3,000,000Change: -$3,000,000Change: $0","St. Louis Blues Acquire:Jordan Leopold · $3,000,000$3,000,000$3,000,000Sum: $3,000,000$3,000,000$3,000,000Change: +$3,000,000Change: +$3,000,000Change: +$3,000,000",Buffalo Sabres ,"2013 2nd round pick (STL - #52 - Justin Bailey)2013 5th round pick (STL - #143 - Anthony Florentino)Sum: $0$0$0Change: -$3,000,000Change: -$3,000,000Change: $0",St. Louis Blues ,"Jordan Leopold · $3,000,000$3,000,000$3,000,000Sum: $3,000,000$3,000,000$3,000,000Change: +$3,000,000Change: +$3,000,000Change: +$3,000,000"
55,"Mar. 29, 2013",Arizona Coyotes Acquire:Tobias Rieder · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Edmonton Oilers Acquire:Kale Kessy · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Arizona Coyotes ,Tobias Rieder · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Edmonton Oilers ,Kale Kessy · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0
56,"Mar. 28, 2013","Calgary Flames Acquire:Kenny Agostino · $0$0$0Ben Hanowski · $0$900,000$900,000 (AHL/JR)2013 1st round pick (PIT - #28 - Morgan Klimchuk)Sum: $0$900,000$900,000Change: -$7,000,000Change: -$6,100,000Change: -$6,100,000","Pittsburgh Penguins Acquire:Jarome Iginla · $7,000,000$7,000,000$7,000,000Sum: $7,000,000$7,000,000$7,000,000Change: +$7,000,000Change: +$6,100,000Change: +$6,100,000",Calgary Flames ,"Kenny Agostino · $0$0$0Ben Hanowski · $0$900,000$900,000 (AHL/JR)2013 1st round pick (PIT - #28 - Morgan Klimchuk)Sum: $0$900,000$900,000Change: -$7,000,000Change: -$6,100,000Change: -$6,100,000",Pittsburgh Penguins ,"Jarome Iginla · $7,000,000$7,000,000$7,000,000Sum: $7,000,000$7,000,000$7,000,000Change: +$7,000,000Change: +$6,100,000Change: +$6,100,000"
57,"Mar. 25, 2013","Pittsburgh Penguins Acquire:Douglas Murray · $1,600,000$2,500,000$2,500,000 (AHL/JR)Sum: $1,600,000$2,500,000$2,500,000Change: +$1,600,000Change: +$2,500,000Change: +$2,500,000","San Jose Sharks Acquire:2014 2nd round pick (PIT - #53 - Noah Rod)2013 2nd round pick (PIT - #58 - Tyler Bertuzzi)Sum: $0$0$0Change: -$1,600,000Change: -$2,500,000Change: $0",Pittsburgh Penguins ,"Douglas Murray · $1,600,000$2,500,000$2,500,000 (AHL/JR)Sum: $1,600,000$2,500,000$2,500,000Change: +$1,600,000Change: +$2,500,000Change: +$2,500,000",San Jose Sharks ,"2014 2nd round pick (PIT - #53 - Noah Rod)2013 2nd round pick (PIT - #58 - Tyler Bertuzzi)Sum: $0$0$0Change: -$1,600,000Change: -$2,500,000Change: $0"
58,"Mar. 24, 2013","Dallas Stars Acquire:Joe Morrow · $894,167$894,167$02013 5th round pick (PIT - #149 - Matej Paulovic)Sum: $894,167$894,167$0Change: -$3,205,833Change: -$3,205,833Change: $0","Pittsburgh Penguins Acquire:Brenden Morrow · $4,100,000$4,100,000$4,100,0002013 3rd round pick (MIN - #77 - Jake Guentzel)Sum: $4,100,000$4,100,000$4,100,000Change: +$3,205,833Change: +$3,205,833Change: +$4,100,000",Dallas Stars ,"Joe Morrow · $894,167$894,167$02013 5th round pick (PIT - #149 - Matej Paulovic)Sum: $894,167$894,167$0Change: -$3,205,833Change: -$3,205,833Change: $0",Pittsburgh Penguins ,"Brenden Morrow · $4,100,000$4,100,000$4,100,0002013 3rd round pick (MIN - #77 - Jake Guentzel)Sum: $4,100,000$4,100,000$4,100,000Change: +$3,205,833Change: +$3,205,833Change: +$4,100,000"
59,"Mar. 22, 2013","New Jersey Devils Acquire:Matt D'Agostini · $1,650,000$1,650,000$1,800,0002015 7th round pick (STL - #206 - Ryan Bednard)Sum: $1,650,000$1,650,000$1,800,000Change: +$1,650,000Change: +$1,650,000Change: +$1,800,000","St. Louis Blues Acquire:2015 5th round pick (NJD - #127 - Niko Mikkola)Sum: $0$0$0Change: -$1,650,000Change: -$1,650,000Change: $0",New Jersey Devils ,"Matt D'Agostini · $1,650,000$1,650,000$1,800,0002015 7th round pick (STL - #206 - Ryan Bednard)Sum: $1,650,000$1,650,000$1,800,000Change: +$1,650,000Change: +$1,650,000Change: +$1,800,000",St. Louis Blues ,"2015 5th round pick (NJD - #127 - Niko Mikkola)Sum: $0$0$0Change: -$1,650,000Change: -$1,650,000Change: $0"
60,"Mar. 15, 2013","Buffalo Sabres Acquire:2013 5th round pick (NJD - #130 - Gustav Possler)Sum: $0$0$0Change: $0Change: -$550,000Change: $0","Florida Panthers Acquire:T.J. Brennan · $0$550,000$550,000 (AHL/JR)Sum: $0$550,000$550,000Change: $0Change: +$550,000Change: +$550,000",Buffalo Sabres ,"2013 5th round pick (NJD - #130 - Gustav Possler)Sum: $0$0$0Change: $0Change: -$550,000Change: $0",Florida Panthers ,"T.J. Brennan · $0$550,000$550,000 (AHL/JR)Sum: $0$550,000$550,000Change: $0Change: +$550,000Change: +$550,000"
61,"Mar. 15, 2013","Anaheim Ducks Acquire:David Steckel · $1,100,000$1,100,000$1,100,000Sum: $1,100,000$1,100,000$1,100,000Change: +$1,100,000Change: +$1,100,000Change: +$1,100,000","Toronto Maple Leafs Acquire:Ryan Lasch · $0$0$02014 7th round pick (ANA - #205 - Ondrej Kase)Sum: $0$0$0Change: -$1,100,000Change: -$1,100,000Change: -$1,100,000",Anaheim Ducks ,"David Steckel · $1,100,000$1,100,000$1,100,000Sum: $1,100,000$1,100,000$1,100,000Change: +$1,100,000Change: +$1,100,000Change: +$1,100,000",Toronto Maple Leafs ,"Ryan Lasch · $0$0$02014 7th round pick (ANA - #205 - Ondrej Kase)Sum: $0$0$0Change: -$1,100,000Change: -$1,100,000Change: -$1,100,000"
62,"Mar. 14, 2013","Toronto Maple Leafs Acquire:Kevin Marshall · $0$525,000$525,000 (AHL/JR)Sum: $0$525,000$525,000Change: -$708,333Change: -$183,333Change: +$525,000","Washington Capitals Acquire:Nicolas Deschamps · $708,333$708,333$660,000Sum: $708,333$708,333$660,000Change: +$708,333Change: +$183,333Change: +$660,000",Toronto Maple Leafs ,"Kevin Marshall · $0$525,000$525,000 (AHL/JR)Sum: $0$525,000$525,000Change: -$708,333Change: -$183,333Change: +$525,000",Washington Capitals ,"Nicolas Deschamps · $708,333$708,333$660,000Sum: $708,333$708,333$660,000Change: +$708,333Change: +$183,333Change: +$660,000"
63,"Mar. 12, 2013",Columbus Blue Jackets Acquire:Matthew Ford · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Philadelphia Flyers Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets ,Matthew Ford · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Philadelphia Flyers ,Future ConsiderationsSum: $0$0$0Change: $0Change: $0Change: $0
64,"Mar. 12, 2013","Minnesota Wild Acquire:2014 6th round pick (OTT - #160 - Pontus Sjalin)Sum: $0$0$0Change: -$575,000Change: -$575,000Change: $0","Ottawa Senators Acquire:Matt Kassian · $575,000$575,000$550,000Sum: $575,000$575,000$550,000Change: +$575,000Change: +$575,000Change: +$550,000",Minnesota Wild ,"2014 6th round pick (OTT - #160 - Pontus Sjalin)Sum: $0$0$0Change: -$575,000Change: -$575,000Change: $0",Ottawa Senators ,"Matt Kassian · $575,000$575,000$550,000Sum: $575,000$575,000$550,000Change: +$575,000Change: +$575,000Change: +$550,000"
65,"Mar. 11, 2013","Anaheim Ducks Acquire:Kyle Wilson · $550,000$550,000$550,000Sum: $550,000$550,000$550,000Change: $0Change: $0Change: +$550,000","Tampa Bay Lightning Acquire:Dan Sexton · $550,000$550,000$550,000Sum: $550,000$550,000$550,000Change: $0Change: $0Change: +$550,000",Anaheim Ducks ,"Kyle Wilson · $550,000$550,000$550,000Sum: $550,000$550,000$550,000Change: $0Change: $0Change: +$550,000",Tampa Bay Lightning ,"Dan Sexton · $550,000$550,000$550,000Sum: $550,000$550,000$550,000Change: $0Change: $0Change: +$550,000"
66,"Mar. 10, 2013","Columbus Blue Jackets Acquire:Spencer Machacek · $0$0$0Sum: $0$0$0Change: -$613,333Change: -$613,333Change: -$650,000","Winnipeg Jets Acquire:Tomas Kubalik · $613,333$613,333$650,000Sum: $613,333$613,333$650,000Change: +$613,333Change: +$613,333Change: +$650,000",Columbus Blue Jackets ,"Spencer Machacek · $0$0$0Sum: $0$0$0Change: -$613,333Change: -$613,333Change: -$650,000",Winnipeg Jets ,"Tomas Kubalik · $613,333$613,333$650,000Sum: $613,333$613,333$650,000Change: +$613,333Change: +$613,333Change: +$650,000"
67,"Mar. 4, 2013","Edmonton Oilers Acquire:Mike Brown · $0$736,667$725,000Sum: $0$736,667$725,000Change: $0Change: +$736,667Change: +$725,000","Toronto Maple Leafs Acquire:2014 4th round pick (EDM - #93 - Nick Magyar)Sum: $0$0$0Change: $0Change: -$736,667Change: $0",Edmonton Oilers ,"Mike Brown · $0$736,667$725,000Sum: $0$736,667$725,000Change: $0Change: +$736,667Change: +$725,000",Toronto Maple Leafs ,"2014 4th round pick (EDM - #93 - Nick Magyar)Sum: $0$0$0Change: $0Change: -$736,667Change: $0"
68,"Feb. 28, 2013","Calgary Flames Acquire:Brian McGrattan · $600,000$600,000$600,000Sum: $600,000$600,000$600,000Change: +$600,000Change: +$75,000Change: +$75,000","Nashville Predators Acquire:Joe Piskula · $0$525,000$525,000 (AHL/JR)Sum: $0$525,000$525,000Change: -$600,000Change: -$75,000Change: -$75,000",Calgary Flames ,"Brian McGrattan · $600,000$600,000$600,000Sum: $600,000$600,000$600,000Change: +$600,000Change: +$75,000Change: +$75,000",Nashville Predators ,"Joe Piskula · $0$525,000$525,000 (AHL/JR)Sum: $0$525,000$525,000Change: -$600,000Change: -$75,000Change: -$75,000"
69,"Feb. 26, 2013","Los Angeles Kings Acquire:2013 4th round pick (ARI - #103 - Justin Auger)Sum: $0$0$0Change: -$3,500,000Change: -$3,500,000Change: $0","Philadelphia Flyers Acquire:Simon Gagne · $3,500,000$3,500,000$2,500,000Sum: $3,500,000$3,500,000$2,500,000Change: +$3,500,000Change: +$3,500,000Change: +$2,500,000",Los Angeles Kings ,"2013 4th round pick (ARI - #103 - Justin Auger)Sum: $0$0$0Change: -$3,500,000Change: -$3,500,000Change: $0",Philadelphia Flyers ,"Simon Gagne · $3,500,000$3,500,000$2,500,000Sum: $3,500,000$3,500,000$2,500,000Change: +$3,500,000Change: +$3,500,000Change: +$2,500,000"
70,"Feb. 26, 2013","Dallas Stars Acquire:Erik Cole · $4,500,000$4,500,000$4,000,000Sum: $4,500,000$4,500,000$4,000,000Change: +$1,000,000Change: +$1,000,000Change: +$4,000,000","Montreal Canadiens Acquire:Michael Ryder · $3,500,000$3,500,000$3,500,0002013 3rd round pick (DAL - #71 - Connor Crisp)Sum: $3,500,000$3,500,000$3,500,000Change: -$1,000,000Change: -$1,000,000Change: +$3,500,000",Dallas Stars ,"Erik Cole · $4,500,000$4,500,000$4,000,000Sum: $4,500,000$4,500,000$4,000,000Change: +$1,000,000Change: +$1,000,000Change: +$4,000,000",Montreal Canadiens ,"Michael Ryder · $3,500,000$3,500,000$3,500,0002013 3rd round pick (DAL - #71 - Connor Crisp)Sum: $3,500,000$3,500,000$3,500,000Change: -$1,000,000Change: -$1,000,000Change: +$3,500,000"
71,"Feb. 25, 2013",Calgary Flames Acquire:Mike Testwuide · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Philadelphia Flyers Acquire:Mitch Wahl · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Calgary Flames ,Mike Testwuide · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0,Philadelphia Flyers ,Mitch Wahl · $0$0$0Sum: $0$0$0Change: $0Change: $0Change: $0
72,"Feb. 14, 2013","Montreal Canadiens Acquire:Dustin Tokarski · $0$575,000$600,000 (AHL/JR)Sum: $0$575,000$600,000Change: $0Change: -$25,000Change: +$600,000","Tampa Bay Lightning Acquire:Cedrick Desjardins · $0$600,000$600,000 (AHL/JR)Sum: $0$600,000$600,000Change: $0Change: +$25,000Change: +$600,000",Montreal Canadiens ,"Dustin Tokarski · $0$575,000$600,000 (AHL/JR)Sum: $0$575,000$600,000Change: $0Change: -$25,000Change: +$600,000",Tampa Bay Lightning ,"Cedrick Desjardins · $0$600,000$600,000 (AHL/JR)Sum: $0$600,000$600,000Change: $0Change: +$25,000Change: +$600,000"
73,"Feb. 13, 2013","Pittsburgh Penguins Acquire:2013 6th round pick (WPG - #164 - Dane Birks)Sum: $0$0$0Change: $0Change: -$726,000Change: $0","Winnipeg Jets Acquire:Eric Tangradi · $0$726,000$726,000 (AHL/JR)Sum: $0$726,000$726,000Change: $0Change: +$726,000Change: +$726,000",Pittsburgh Penguins ,"2013 6th round pick (WPG - #164 - Dane Birks)Sum: $0$0$0Change: $0Change: -$726,000Change: $0",Winnipeg Jets ,"Eric Tangradi · $0$726,000$726,000 (AHL/JR)Sum: $0$726,000$726,000Change: $0Change: +$726,000Change: +$726,000"
74,"Feb. 13, 2013","New Jersey Devils Acquire:Alexei Ponikarovsky · $900,000$1,800,000$1,800,000 (AHL/JR)Sum: $900,000$1,800,000$1,800,000Change: +$900,000Change: +$1,800,000Change: +$1,800,000","Winnipeg Jets Acquire:2014 4th round pick (NJD - #101 - Nelson Nogier)2013 7th round pick (NJD - #190 - Brenden Kichton)Sum: $0$0$0Change: -$900,000Change: -$1,800,000Change: $0",New Jersey Devils ,"Alexei Ponikarovsky · $900,000$1,800,000$1,800,000 (AHL/JR)Sum: $900,000$1,800,000$1,800,000Change: +$900,000Change: +$1,800,000Change: +$1,800,000",Winnipeg Jets ,"2014 4th round pick (NJD - #101 - Nelson Nogier)2013 7th round pick (NJD - #190 - Brenden Kichton)Sum: $0$0$0Change: -$900,000Change: -$1,800,000Change: $0"
75,"Feb. 8, 2013","Florida Panthers Acquire:2013 5th round pick (NJD - #130 - Gustav Possler)Sum: $0$0$0Change: -$700,000Change: -$700,000Change: $0","Los Angeles Kings Acquire:Keaton Ellerby · $700,000$700,000$700,000Sum: $700,000$700,000$700,000Change: +$700,000Change: +$700,000Change: +$700,000",Florida Panthers ,"2013 5th round pick (NJD - #130 - Gustav Possler)Sum: $0$0$0Change: -$700,000Change: -$700,000Change: $0",Los Angeles Kings ,"Keaton Ellerby · $700,000$700,000$700,000Sum: $700,000$700,000$700,000Change: +$700,000Change: +$700,000Change: +$700,000"
76,"Feb. 6, 2013","Los Angeles Kings Acquire:2013 5th round pick (NJD - #130 - Gustav Possler)Sum: $0$0$0Change: $0Change: -$604,167Change: $0","New Jersey Devils Acquire:Andrei Loktionov · $0$604,167$575,000Sum: $0$604,167$575,000Change: $0Change: +$604,167Change: +$575,000",Los Angeles Kings ,"2013 5th round pick (NJD - #130 - Gustav Possler)Sum: $0$0$0Change: $0Change: -$604,167Change: $0",New Jersey Devils ,"Andrei Loktionov · $0$604,167$575,000Sum: $0$604,167$575,000Change: $0Change: +$604,167Change: +$575,000"
